,Ano de ingresso,Semestre de ingresso no curso,Código,Gênero,Data de nascimento,Forma de ingresso,Tipo de cota,Município SISU,UF SISU,País de nascimento,Mudou de curso - mesmo campus,Mudou de curso - outro campus,Cor ou raça,Ano,Semestre,Coeficiente de rendimento,Disciplinas matriculadas,Disciplinas aprovadas,Disciplinas reprovadas por nota,Disciplinas reprovadas por frequência,Disciplinas consignadas,Situação,Período
399,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.4078,0,0,0,0,0,Trancado,2
403,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.4133,0,2,2,1,0,Regular,2
402,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.4516,0,6,2,0,0,Regular,3
397,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.4198,0,2,4,1,0,Regular,3
398,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.4223,0,5,2,3,0,Regular,4
400,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,1,0.4268,0,5,1,3,0,Regular,4
407,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,2,0.408,0,0,0,4,0,Regular,4
405,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,1,0.408,0,0,0,0,0,Trancado,4
404,2007,1,21,Masculino,1986-05-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,2,0.408,0,0,0,0,0,Desistente,4
416,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2007,1,0.8259,6,6,0,0,0,Regular,1
417,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2007,2,0.8095,7,7,0,0,0,Regular,2
421,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,1,0.8337,8,8,0,0,0,Regular,3
420,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,2,0.8371,7,7,0,0,0,Regular,4
418,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,1,0.8362,7,7,0,0,0,Regular,5
409,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,2,0.8338,10,10,0,0,0,Regular,6
419,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,1,0.8408,6,6,0,0,0,Regular,7
408,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,2,0.8405,2,2,0,0,0,Regular,8
412,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,1,0.8438,2,2,0,0,0,Regular,9
413,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,2,0.8442,3,3,0,0,0,Regular,9
410,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,1,0.8478,3,3,0,0,0,Regular,10
411,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,2,0.8495,4,4,0,0,0,Regular,10
414,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,1,0.8506,2,1,0,0,0,Regular,10
415,2007,1,22,Masculino,1989-07-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,2,0.853,1,1,0,0,0,Formado,10
435,2007,1,23,Masculino,1989-07-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Parda,2007,1,,0,0,0,0,0,Desistente,1
436,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,1,0.6172,0,5,1,0,0,Regular,1
443,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.6034,0,5,1,1,0,Regular,2
438,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.6034,0,0,0,0,0,Trancado,2
439,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.6034,0,0,0,0,0,Trancado,2
440,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.6034,0,0,0,0,0,Trancado,2
441,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.5024,0,3,2,3,0,Regular,3
437,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.5011,0,2,1,1,0,Regular,3
444,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.4928,0,0,0,1,0,Regular,3
442,2007,1,24,Masculino,1988-11-26,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,1,0.4928,0,0,0,0,0,Desistente,3
473,2007,1,25,Masculino,1986-07-29,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,1,0.231,6,2,3,1,0,Regular,1
474,2007,1,25,Masculino,1986-07-29,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.1898,4,0,0,4,0,Regular,1
472,2007,1,25,Masculino,1986-07-29,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.1898,0,0,0,0,0,Trancado,1
471,2007,1,25,Masculino,1986-07-29,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.1898,0,0,0,0,0,Trancado,1
475,2007,1,25,Masculino,1986-07-29,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.1898,0,0,0,0,0,Trancado,1
476,2007,1,25,Masculino,1986-07-29,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.1898,0,0,0,0,0,Trancado,1
477,2007,1,25,Masculino,1986-07-29,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.1898,0,0,0,0,0,Desistente,1
488,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2007,1,0.6493,6,6,0,0,0,Regular,1
489,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2007,2,0.6292,7,6,1,0,0,Regular,2
490,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,1,0.6321,8,6,2,0,0,Regular,3
493,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,2,0.6553,7,7,0,0,0,Regular,4
487,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,1,0.647,7,7,0,0,0,Regular,5
486,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,2,0.647,0,0,0,0,0,Trancado,5
483,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,1,0.6429,9,7,1,1,0,Regular,6
482,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,2,0.6573,8,7,0,1,0,Regular,7
492,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,1,0.6518,9,6,3,0,0,Regular,8
479,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,2,0.6521,8,7,1,0,0,Regular,9
491,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,1,0.6523,6,4,1,1,0,Regular,10
478,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,2,0.6481,3,1,0,1,0,Regular,10
484,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,1,0.6491,2,2,0,0,1,Regular,10
485,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,2,0.6491,1,0,0,0,0,Regular,10
480,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2014,1,0.6539,1,1,0,0,0,Regular,10
481,2007,1,26,Masculino,1989-02-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2014,2,0.6539,1,1,0,0,0,Formado,10
508,2007,1,27,Masculino,1989-08-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,1,0.8152,0,6,0,0,0,Regular,1
510,2007,1,27,Masculino,1989-08-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.8008,0,7,0,0,0,Regular,2
509,2007,1,27,Masculino,1989-08-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.8047,0,3,0,0,0,Regular,3
511,2007,1,27,Masculino,1989-08-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.8047,0,0,0,0,0,Trancado,3
506,2007,1,27,Masculino,1989-08-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.8047,0,0,0,0,0,Trancado,3
507,2007,1,27,Masculino,1989-08-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.8047,0,0,0,0,0,Trancado,3
505,2007,1,27,Masculino,1989-08-15,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.8047,0,0,0,0,0,Desistente,3
517,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,1,0.8183,6,6,0,0,0,Regular,1
522,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.8047,7,7,0,0,0,Regular,2
518,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.8021,8,8,0,0,0,Regular,3
521,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.8162,7,7,0,0,0,Regular,4
520,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.8129,7,7,0,0,0,Regular,5
519,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.8119,7,7,0,0,0,Regular,6
523,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.8217,8,8,0,0,0,Regular,7
516,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.8259,6,6,0,0,0,Regular,9
515,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,1,0.8291,3,3,0,0,0,Regular,10
514,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,2,0.8219,7,6,1,0,0,Regular,10
513,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,1,0.8208,3,3,0,0,0,Enade pendente,10
512,2007,1,28,Masculino,1989-07-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,2,0.8208,0,0,0,0,0,Formado,10
20,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.4759,6,4,1,1,0,Regular,1
24,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.4854,7,5,0,2,0,Regular,2
23,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.34,8,0,0,8,0,Regular,2
28,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.2558,8,0,1,7,0,Regular,2
27,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.2255,7,0,0,7,0,Regular,2
19,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.2048,7,0,0,7,0,Regular,2
31,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.1963,7,0,1,6,0,Regular,2
30,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,1,0.1779,6,0,0,6,0,Regular,2
25,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,2,0.1592,7,0,0,7,0,Regular,2
26,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,1,0.1901,5,3,2,0,1,Regular,2
22,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,2,0.1709,8,0,0,8,0,Regular,2
32,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2013,1,0.1924,7,3,0,4,2,Regular,2
33,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2013,2,0.1822,8,0,0,8,0,Regular,2
18,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2014,1,0.1721,8,0,0,8,0,Regular,2
29,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2014,2,0.1629,7,0,1,6,0,Regular,2
21,2007,2,29,Masculino,1978-03-23,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2015,1,0.1629,0,0,0,0,0,Desistente,2
44,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.5478,5,3,1,1,0,Regular,1
42,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.5478,0,0,0,0,0,Trancado,1
41,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.5478,0,0,0,0,0,Trancado,1
47,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.5478,0,0,0,0,0,Trancado,1
43,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.5478,0,0,0,0,0,Trancado,1
45,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.5426,3,1,1,1,0,Regular,1
46,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.5426,0,0,0,0,0,Desistente,1
40,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,1,0.4702,1,0,0,1,0,Regular,2
39,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2011,2,0.3847,2,0,0,2,0,Regular,2
36,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,1,0.3403,2,0,1,1,0,Regular,2
35,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2012,2,0.2937,2,0,0,2,0,Regular,2
38,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2013,1,0.2784,1,0,0,1,0,Regular,2
37,2007,2,30,Masculino,1977-09-22,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2013,2,0.2784,0,0,0,0,0,Desistente,2
63,2007,2,31,Masculino,1989-09-02,Vestibular,Sem cotas,,,Brasil,Sim,Não,Branca,2007,2,0.3126,0,2,0,2,0,Regular,1
61,2007,2,31,Masculino,1989-09-02,Vestibular,Sem cotas,,,Brasil,Sim,Não,Branca,2008,1,0.3604,0,3,2,0,0,Regular,1
60,2007,2,31,Masculino,1989-09-02,Vestibular,Sem cotas,,,Brasil,Sim,Não,Branca,2008,2,0.3299,0,2,2,1,0,Regular,2
62,2007,2,31,Masculino,1989-09-02,Vestibular,Sem cotas,,,Brasil,Sim,Não,Branca,2009,1,0.3299,0,0,0,0,0,Trancado,2
59,2007,2,31,Masculino,1989-09-02,Vestibular,Sem cotas,,,Brasil,Sim,Não,Branca,2009,2,0.3299,0,0,0,0,0,Trancado,2
65,2007,2,31,Masculino,1989-09-02,Vestibular,Sem cotas,,,Brasil,Sim,Não,Branca,2010,1,0.3443,0,1,0,0,0,Regular,2
64,2007,2,31,Masculino,1989-09-02,Vestibular,Sem cotas,,,Brasil,Sim,Não,Branca,2010,2,0.3443,0,0,0,0,0,Desistente,2
79,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2007,2,0.8283,6,6,0,0,0,Regular,1
77,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2008,1,0.818,7,7,0,0,0,Regular,2
84,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2008,2,0.8068,8,8,0,0,0,Regular,3
81,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2009,1,0.7983,7,7,0,0,0,Regular,4
76,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2009,2,0.8102,7,7,0,0,0,Regular,5
80,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2010,1,0.8075,8,8,0,0,0,Regular,6
78,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2010,2,0.8194,7,7,0,0,0,Regular,8
82,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2011,1,0.8201,6,6,0,0,0,Regular,10
83,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2011,2,0.8232,6,6,0,0,0,Regular,10
85,2007,2,32,Masculino,1989-10-13,Vestibular,Sem cotas,,,Brasil,Não,Não,Amarela,2012,1,0.8234,6,6,0,0,0,Formado,10
90,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2007,2,0.6873,6,3,0,0,7,Regular,2
89,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,1,0.6262,6,4,0,2,0,Regular,3
88,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,2,0.543,7,3,0,4,0,Regular,3
93,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,1,0.4909,5,1,0,4,0,Regular,3
87,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,2,0.4598,7,3,0,4,0,Regular,3
99,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,1,0.4518,6,3,0,3,0,Regular,3
91,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,2,0.4343,3,0,0,3,0,Regular,3
95,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,1,0.4669,6,3,2,1,5,Regular,4
96,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,2,0.4928,9,6,0,3,0,Regular,4
94,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,1,0.4928,0,0,0,0,0,Trancado,4
86,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,2,0.4928,0,0,0,0,0,Trancado,4
98,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,1,0.4928,0,0,0,0,0,Trancado,4
92,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,2,0.4928,0,0,0,0,0,Trancado,4
97,2007,2,33,Masculino,1986-11-04,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2014,1,0.4928,0,0,0,0,0,Desistente,4
115,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2007,2,0.6938,6,6,0,0,0,Regular,1
112,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,1,0.6662,7,5,2,0,0,Regular,2
111,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2008,2,0.6541,8,7,1,0,0,Regular,3
122,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,1,0.6722,6,6,0,0,0,Regular,4
123,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2009,2,0.6715,7,7,0,0,0,Regular,4
117,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,1,0.6798,6,6,0,0,0,Regular,5
121,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2010,2,0.6865,7,7,0,0,0,Regular,7
120,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,1,0.7,7,6,1,0,0,Regular,8
119,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2011,2,0.6969,6,4,2,0,0,Regular,8
118,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,1,0.7037,6,6,0,0,2,Regular,9
116,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2012,2,0.707,5,5,0,0,0,Regular,10
114,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,1,0.7092,2,1,0,0,0,Regular,10
113,2007,2,34,Feminino,1989-08-07,Vestibular,Sem cotas,,,Brasil,Não,Não,Não declarado,2013,2,0.7113,2,2,0,0,0,Formado,10
161,2007,2,35,Masculino,1980-08-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.5655,4,2,1,0,4,Regular,1
156,2007,2,35,Masculino,1980-08-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.3864,5,0,3,2,1,Regular,1
157,2007,2,35,Masculino,1980-08-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.3864,0,0,0,0,0,Trancado,1
158,2007,2,35,Masculino,1980-08-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.3864,0,0,0,0,0,Trancado,1
155,2007,2,35,Masculino,1980-08-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.3864,0,0,0,0,0,Trancado,1
159,2007,2,35,Masculino,1980-08-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.3864,0,0,0,0,0,Trancado,1
160,2007,2,35,Masculino,1980-08-08,Vestibular,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.3864,0,0,0,0,0,Desistente,1
172,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,0.7861,6,6,0,0,13,Regular,3
171,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,0.7456,5,4,1,0,1,Regular,3
170,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2008,2,0.7509,8,8,0,0,0,Regular,4
169,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2009,1,0.7394,8,7,1,0,0,Regular,5
168,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.7347,7,6,0,1,0,Regular,6
167,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.7446,4,4,0,0,0,Regular,7
166,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.7406,4,3,1,0,0,Regular,8
165,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2011,1,0.7365,1,0,1,0,0,Regular,8
164,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2011,2,0.7315,2,2,0,0,0,Regular,8
177,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2012,1,0.7352,3,3,0,0,0,Regular,8
178,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2012,2,0.734,5,4,0,1,1,Regular,8
175,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2013,1,0.734,0,0,0,0,0,Trancado,8
176,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2013,2,0.734,0,0,0,0,0,Trancado,8
174,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2014,1,0.734,0,0,0,0,0,Trancado,8
173,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2014,2,0.7239,4,3,0,1,0,Regular,9
180,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2015,1,0.6805,6,0,0,5,0,Regular,10
163,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2015,2,0.6838,5,4,0,0,1,Regular,10
181,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2016,1,0.6787,2,0,1,0,0,Regular,10
179,2007,2,36,Masculino,1981-04-15,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2016,2,0.6826,2,2,0,0,0,Formado,10
187,2007,2,37,Feminino,1989-08-11,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2007,2,,0,0,0,0,0,Regular,1
191,2007,2,37,Feminino,1989-08-11,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2008,1,,0,0,0,0,0,Regular,1
